Feature,Mean_SHAP_Value
NEST,0.11082228724411836
LOC_method,0.09374919066485654
loc_nom_normalized,0.08063173636669407
NOP_method,0.07368796075413882
CYCLO_method,0.07288408573162873
code_complexity,0.06946622116034955
LENGTH,0.0665657792487833
LOC,0.06297671816508814
param_loc_ratio,0.05923147697361509
TOKEN_COUNT,0.05291726216183755
