Condition_Name,Accuracy,MCC,Macro_F1,Log_Loss
GaussianNoise_StdMultiplier_0.1,0.7635897435897436,0.6724086062943654,0.7703609361055069,0.8620747697839973
GaussianNoise_StdMultiplier_0.25,0.6189743589743589,0.47907253503322145,0.6183413708823217,1.3541190528213574
GaussianNoise_StdMultiplier_0.5,0.5015384615384615,0.3266040965862296,0.48904997530617655,1.818540341736113
With_3_IrrelevantFeatures,0.9323076923076923,0.9055648324310286,0.9444163698728409,0.18144952909282355
