smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
LongMethod,3,0,0,190,25,18,4,926,208,0,19,0,0
LongParameterList,1,0,0,59,8,7,1,252,82,0,13,0,0
DeepNesting,1,0,0,22,7,5,5,180,26,0,9,0,0
NoneSmellorUnknown,0,14,2,0,0,0,0,71,14,0,2,2,0
LongParameterList,3,0,0,157,25,19,4,1313,162,0,25,0,0
DeepNesting,2,0,0,28,12,3,6,220,39,0,5,0,0
LargeClass,1,582,11,0,0,0,0,2518,582,0,70,2,3
LargeClass,2,798,14,0,0,0,0,2048,798,0,43,16,3
LargeClass,1,335,10,0,0,0,0,1234,335,0,48,19,2
LongParameterList,2,0,0,85,18,8,3,618,95,0,12,0,0
LargeClass,1,272,23,0,0,0,0,1194,272,0,49,11,2
LongParameterList,3,0,0,44,14,11,2,335,53,0,1,0,0
LongParameterList,3,0,0,168,25,12,7,1579,224,0,48,0,0
LongParameterList,3,0,0,101,25,10,4,800,130,0,29,0,0
LongParameterList,2,0,0,34,10,9,2,143,59,0,0,0,0
DeepNesting,1,0,0,98,25,4,4,713,114,0,26,0,0
LongParameterList,2,0,0,34,14,9,2,230,82,0,4,0,0
DeepNesting,2,0,0,17,8,2,7,168,17,0,0,0,0
LargeClass,1,231,10,0,0,0,0,1193,231,0,15,9,3
LongMethod,1,0,0,56,25,1,2,299,66,0,1,0,0
LongParameterList,3,0,0,90,25,11,4,613,102,0,7,0,0
LargeClass,1,267,27,0,0,0,0,2134,267,0,63,21,1
LargeClass,3,434,29,0,0,0,0,2285,434,0,61,3,0
LongParameterList,2,0,0,38,16,9,4,325,47,0,6,0,0
LongMethod,1,0,0,52,8,10,4,377,57,0,12,0,0
LongParameterList,2,0,0,70,15,8,1,450,141,0,29,0,0
LongParameterList,1,0,0,59,20,6,4,327,68,0,16,0,0
LongParameterList,1,0,0,121,14,6,1,737,137,0,9,0,0
DeepNesting,3,0,0,59,20,4,8,525,70,0,21,0,0
DeepNesting,3,0,0,125,25,7,8,752,133,0,13,0,0
DeepNesting,2,0,0,62,25,3,6,497,71,0,7,0,0
DeepNesting,1,0,0,39,11,1,4,152,41,0,8,0,0
LongParameterList,3,0,0,192,25,29,4,925,213,0,35,0,0
LongParameterList,1,0,0,53,7,9,2,224,57,0,2,0,0
LongParameterList,2,0,0,75,25,9,3,375,85,0,28,0,0
LargeClass,2,300,16,0,0,0,0,1428,300,0,19,12,0
LargeClass,3,1377,37,0,0,0,0,8114,1377,0,277,8,1
DeepNesting,3,0,0,68,25,1,21,472,71,0,3,0,0
LargeClass,3,603,22,0,0,0,0,3333,603,0,86,0,2
LongMethod,3,0,0,110,21,9,5,750,142,0,13,0,0
LongMethod,3,0,0,167,25,1,3,928,190,0,16,0,0
DeepNesting,1,0,0,54,11,3,4,212,80,0,14,0,0
LargeClass,3,739,17,0,0,0,0,3101,739,0,68,14,3
DeepNesting,3,0,0,30,11,4,8,185,33,0,4,0,0
LongMethod,3,0,0,126,16,3,2,1294,154,0,29,0,0
LargeClass,1,742,10,0,0,0,0,3257,742,0,110,3,2
LargeClass,3,571,88,0,0,0,0,3661,571,0,101,1,1
LargeClass,1,254,12,0,0,0,0,2418,254,0,73,2,2
DeepNesting,3,0,0,246,25,4,26,1731,321,0,46,0,0
DeepNesting,2,0,0,29,11,2,6,201,47,0,6,0,0
LargeClass,1,283,14,0,0,0,0,1208,283,0,32,32,0
LargeClass,1,246,12,0,0,0,0,599,246,0,22,10,0
LongMethod,3,0,0,104,25,2,4,1013,116,0,33,0,0
DeepNesting,3,0,0,29,13,4,12,240,32,0,16,0,0
LargeClass,2,335,27,0,0,0,0,1772,335,0,48,14,4
DeepNesting,1,0,0,20,11,1,4,126,20,0,5,0,0
LargeClass,3,453,23,0,0,0,0,1354,453,0,50,0,0
LargeClass,1,660,10,0,0,0,0,4329,660,0,52,20,1
LongMethod,2,0,0,92,8,6,0,307,101,0,0,0,0
LargeClass,3,1429,20,0,0,0,0,6128,1429,0,218,12,7
DeepNesting,2,0,0,90,25,3,7,478,124,0,47,0,0
DeepNesting,3,0,0,89,15,5,12,1251,121,0,16,0,0
NoneSmellorUnknown,0,0,0,5,2,0,1,25,5,0,1,0,0
LargeClass,2,1077,12,0,0,0,0,4320,1077,0,8,0,3
LargeClass,3,469,19,0,0,0,0,2135,469,0,56,15,2
DeepNesting,3,0,0,53,14,1,10,391,79,0,12,0,0
LargeClass,2,668,13,0,0,0,0,3369,668,0,100,1,1
LongMethod,1,0,0,56,11,1,5,328,96,0,31,0,0
LargeClass,2,497,13,0,0,0,0,1533,497,0,60,17,0
LongParameterList,1,0,0,32,9,7,3,247,42,0,4,0,0
LargeClass,1,284,21,0,0,0,0,894,284,0,11,16,2
DeepNesting,1,0,0,24,7,1,4,88,26,0,3,0,0
DeepNesting,2,0,0,22,9,2,6,121,22,0,6,0,0
LongParameterList,2,0,0,117,8,9,1,560,122,0,5,0,0
LargeClass,3,522,18,0,0,0,0,2522,522,0,69,3,2
DeepNesting,3,0,0,38,11,3,9,262,39,0,0,0,0
LongParameterList,3,0,0,155,25,11,3,571,188,0,12,0,0
LargeClass,3,439,24,0,0,0,0,2910,439,0,113,1,0
DeepNesting,3,0,0,44,19,3,11,262,48,0,2,0,0
LongMethod,3,0,0,288,25,0,5,2019,421,0,50,0,0
LongMethod,2,0,0,95,16,3,6,637,182,0,29,0,0
LargeClass,2,307,14,0,0,0,0,1684,307,0,54,1,0
DeepNesting,3,0,0,37,15,3,13,296,44,0,2,0,0
DeepNesting,2,0,0,56,12,4,6,237,58,0,15,0,0
LargeClass,3,500,29,0,0,0,0,1810,500,0,45,21,1
LargeClass,3,749,31,0,0,0,0,4343,749,0,80,59,2
LongMethod,3,0,0,144,25,2,2,858,226,0,44,0,0
LongMethod,1,0,0,52,9,4,4,261,67,0,1,0,0
LongMethod,1,0,0,61,9,3,1,425,75,0,15,0,0
LongParameterList,1,0,0,193,11,7,2,389,204,0,17,0,0
DeepNesting,3,0,0,61,25,3,14,429,90,0,4,0,0
DeepNesting,3,0,0,194,25,0,13,1333,202,0,51,0,0
DeepNesting,1,0,0,16,6,2,4,119,16,0,1,0,0
LongParameterList,2,0,0,30,10,8,1,197,64,0,0,0,0
LongParameterList,2,0,0,283,9,14,2,1104,313,0,0,0,0
LongParameterList,1,0,0,31,6,7,2,252,31,0,1,0,0
LongParameterList,2,0,0,119,9,28,4,1455,177,0,39,0,0
DeepNesting,2,0,0,57,19,3,6,435,78,0,19,0,0
DeepNesting,1,0,0,50,13,4,4,245,52,0,7,0,0
DeepNesting,2,0,0,61,18,3,7,365,72,0,7,0,0
LongParameterList,1,0,0,50,6,19,1,301,57,0,8,0,0
LongParameterList,3,0,0,98,25,23,4,776,132,0,27,0,0
LongMethod,1,0,0,57,20,3,7,453,59,0,18,0,0
LongMethod,1,0,0,76,7,1,2,593,97,0,25,0,0
LongParameterList,1,0,0,47,13,7,2,217,123,0,2,0,0
DeepNesting,1,0,0,33,7,0,4,196,41,0,6,0,0
LongParameterList,1,0,0,39,11,7,3,293,42,0,8,0,0
LongMethod,2,0,0,92,16,10,5,1106,114,0,19,0,0
LongParameterList,3,0,0,181,18,18,2,809,216,0,10,0,0
LargeClass,3,496,30,0,0,0,0,3709,496,0,48,0,0
DeepNesting,1,0,0,25,5,1,4,231,27,0,3,0,0
LargeClass,2,300,14,0,0,0,0,1449,300,0,39,1,2
LongMethod,1,0,0,55,13,1,4,314,66,0,12,0,0
LongParameterList,2,0,0,55,8,8,5,584,70,0,28,0,0
LongMethod,1,0,0,54,11,5,4,353,67,0,3,0,0
LargeClass,3,1327,20,0,0,0,0,4753,1327,0,134,23,2
DeepNesting,2,0,0,32,23,1,7,243,38,0,12,0,0
LargeClass,1,247,13,0,0,0,0,953,247,0,21,1,2
DeepNesting,1,0,0,24,9,1,5,225,31,0,12,0,0
LongMethod,3,0,0,137,23,21,3,690,155,0,9,0,0
LongMethod,2,0,0,86,15,19,3,630,102,0,23,0,0
LongMethod,1,0,0,55,14,1,8,688,102,0,8,0,0
LongParameterList,2,0,0,89,18,8,2,486,111,0,6,0,0
DeepNesting,2,0,0,129,22,2,6,632,141,0,23,0,0
LargeClass,3,1699,54,0,0,0,0,7081,1699,0,197,21,2
LargeClass,1,261,20,0,0,0,0,1166,261,0,46,3,3
DeepNesting,3,0,0,24,14,2,9,190,26,0,8,0,0
LongMethod,2,0,0,80,16,4,3,642,98,0,16,0,0
LargeClass,3,575,21,0,0,0,0,2594,575,0,5,16,2
DeepNesting,1,0,0,55,13,5,5,460,71,0,20,0,0
LargeClass,1,246,14,0,0,0,0,1298,246,0,29,2,0
LongMethod,3,0,0,153,11,4,3,639,195,0,9,0,0
NoneSmellorUnknown,0,0,0,18,5,1,1,134,18,0,6,0,0
LargeClass,3,436,33,0,0,0,0,2061,436,0,25,0,2
LongParameterList,3,0,0,91,11,11,0,451,105,0,0,0,0
DeepNesting,3,0,0,187,25,0,12,1417,229,0,28,0,0
LongMethod,2,0,0,91,24,5,8,359,135,0,46,0,0
LargeClass,2,351,18,0,0,0,0,1542,351,0,36,51,2
DeepNesting,3,0,0,61,25,1,26,357,65,0,0,0,0
DeepNesting,2,0,0,268,25,0,7,1715,353,0,51,0,0
DeepNesting,1,0,0,152,12,7,4,582,218,0,1,0,0
LargeClass,3,624,16,0,0,0,0,1857,624,0,13,0,2
LongParameterList,1,0,0,64,17,6,2,514,102,0,18,0,0
DeepNesting,3,0,0,79,25,6,21,689,85,0,23,0,0
NoneSmellorUnknown,0,0,0,12,4,2,0,75,13,0,0,0,0
LargeClass,2,510,14,0,0,0,0,3037,510,0,68,11,1
DeepNesting,2,0,0,195,25,0,6,2115,235,0,37,0,0
LongParameterList,1,0,0,26,9,6,2,179,49,0,6,0,0
LongMethod,2,0,0,77,18,1,6,417,99,0,12,0,0
LongMethod,2,0,0,75,9,11,1,321,86,0,3,0,0
LongParameterList,3,0,0,32,12,10,1,189,36,0,5,0,0
LargeClass,2,377,16,0,0,0,0,1892,377,0,47,16,2
DeepNesting,3,0,0,26,14,1,9,210,44,0,10,0,0
LongMethod,3,0,0,184,25,6,5,1228,234,0,46,0,0
LongMethod,3,0,0,243,25,0,4,1587,346,0,40,0,0
NoneSmellorUnknown,0,0,0,40,1,0,0,157,40,0,0,0,0
LongParameterList,3,0,0,131,25,10,5,1094,219,0,30,0,0
LargeClass,1,267,19,0,0,0,0,1394,267,0,65,0,2
LongParameterList,3,0,0,204,25,14,4,742,235,0,11,0,0
LargeClass,1,300,11,0,0,0,0,1773,300,0,51,0,3
LargeClass,2,345,13,0,0,0,0,1455,345,0,21,44,0
NoneSmellorUnknown,0,55,1,0,0,0,0,0,55,0,2,0,2
DeepNesting,1,0,0,121,24,21,4,836,141,0,17,0,0
LongMethod,3,0,0,160,10,6,0,889,174,0,0,0,0
LongParameterList,3,0,0,64,11,10,3,457,70,0,12,0,0
LongMethod,2,0,0,81,25,3,6,490,104,0,31,0,0
LargeClass,3,1469,33,0,0,0,0,7481,1469,0,72,46,2
LongParameterList,3,0,0,127,13,12,1,1079,166,0,10,0,0
LargeClass,3,492,65,0,0,0,0,3573,492,0,205,3,0
LongParameterList,1,0,0,64,7,8,0,317,71,0,0,0,0
LongParameterList,2,0,0,131,25,9,5,659,158,0,18,0,0
LongMethod,2,0,0,84,23,2,4,996,87,0,46,0,0
LongParameterList,2,0,0,57,14,8,4,609,101,0,36,0,0
LargeClass,3,506,19,0,0,0,0,2122,506,0,20,7,2
DeepNesting,2,0,0,20,9,1,6,121,27,0,0,0,0
DeepNesting,3,0,0,48,17,2,11,323,56,0,4,0,0
LargeClass,3,1480,174,0,0,0,0,5676,1480,0,105,64,1
LargeClass,2,333,19,0,0,0,0,723,333,0,22,25,2
LargeClass,2,333,22,0,0,0,0,2048,333,0,51,14,2
LargeClass,3,1866,57,0,0,0,0,9882,1866,0,209,83,2
LargeClass,2,364,29,0,0,0,0,1566,364,0,49,15,0
LongParameterList,2,0,0,92,25,9,3,890,177,0,30,0,0
DeepNesting,2,0,0,90,25,6,6,634,112,0,12,0,0
LongParameterList,3,0,0,174,25,15,5,1352,216,0,39,0,0
LargeClass,1,273,23,0,0,0,0,1558,273,0,30,28,4
LongMethod,2,0,0,104,9,1,0,1178,123,0,0,0,0
LargeClass,2,336,30,0,0,0,0,926,336,0,26,1,4
LargeClass,2,387,23,0,0,0,0,1461,387,0,14,2,2
LongParameterList,3,0,0,51,16,15,2,269,121,0,4,0,0
LongMethod,3,0,0,105,21,4,1,610,135,0,36,0,0
LongMethod,2,0,0,192,8,9,2,189,196,0,4,0,0
LongMethod,2,0,0,79,25,6,21,689,85,0,23,0,0
LargeClass,2,491,13,0,0,0,0,2146,491,0,12,0,3
DeepNesting,1,0,0,21,7,4,4,141,35,0,8,0,0
LargeClass,3,2306,36,0,0,0,0,9849,2306,0,100,5,1
LongParameterList,3,0,0,81,16,11,0,383,102,0,0,0,0
LongMethod,3,0,0,125,25,15,1,560,138,0,12,0,0
LargeClass,1,266,19,0,0,0,0,1610,266,0,19,19,2
LargeClass,3,652,24,0,0,0,0,3650,652,0,60,53,0
DeepNesting,3,0,0,76,24,5,10,442,82,0,6,0,0
LargeClass,3,738,22,0,0,0,0,4710,738,0,83,4,0
DeepNesting,3,0,0,28,9,2,8,173,55,0,9,0,0
LongParameterList,1,0,0,44,11,7,2,291,59,0,15,0,0
DeepNesting,2,0,0,31,19,2,6,199,36,0,1,0,0
DeepNesting,2,0,0,50,25,1,6,359,58,0,4,0,0
LongMethod,2,0,0,83,22,6,5,371,90,0,20,0,0
LongMethod,3,0,0,152,25,1,7,1442,206,0,36,0,0
LargeClass,3,915,26,0,0,0,0,2077,915,0,23,32,2
LongMethod,1,0,0,61,22,1,6,388,73,0,8,0,0
LongParameterList,1,0,0,47,6,7,2,308,61,0,9,0,0
DeepNesting,3,0,0,23,13,1,11,329,23,0,19,0,0
LongMethod,1,0,0,50,10,13,4,491,92,0,9,0,0
LargeClass,2,305,20,0,0,0,0,1690,305,0,36,1,3
DeepNesting,2,0,0,83,24,3,6,636,165,0,37,0,0
LongMethod,2,0,0,94,18,2,3,551,100,0,7,0,0
LongParameterList,2,0,0,26,8,8,3,285,42,0,26,0,0
LargeClass,3,3108,85,0,0,0,0,18401,3108,0,420,22,3
LargeClass,3,460,20,0,0,0,0,2576,460,0,59,0,2
LongMethod,3,0,0,106,19,11,5,629,131,0,11,0,0
LongMethod,3,0,0,128,20,2,7,507,138,0,12,0,0
LongMethod,2,0,0,96,8,13,1,707,109,0,28,0,0
DeepNesting,2,0,0,153,25,11,6,742,169,0,24,0,0
LongMethod,2,0,0,77,14,9,3,375,95,0,13,0,0
LargeClass,3,1041,30,0,0,0,0,5960,1041,0,147,8,2
LongMethod,3,0,0,131,25,8,4,903,201,0,18,0,0
LongMethod,1,0,0,54,13,2,3,263,63,0,7,0,0
LongParameterList,3,0,0,57,20,12,4,427,177,0,6,0,0
LargeClass,2,325,16,0,0,0,0,1693,325,0,59,6,2
LongMethod,2,0,0,82,10,3,3,813,84,0,31,0,0
DeepNesting,1,0,0,26,10,1,5,179,26,0,5,0,0
LongMethod,3,0,0,177,11,1,3,857,195,0,28,0,0
LargeClass,1,216,28,0,0,0,0,1769,216,0,49,3,2
LargeClass,1,227,21,0,0,0,0,926,227,0,0,36,1
LargeClass,1,255,17,0,0,0,0,1570,255,0,56,1,2
LongParameterList,2,0,0,66,8,14,2,287,72,0,18,0,0
NoneSmellorUnknown,0,146,5,0,0,0,0,775,146,0,9,14,2
LongMethod,2,0,0,93,25,1,14,585,107,0,13,0,0
LargeClass,3,3228,58,0,0,0,0,10832,3228,0,33,0,3
DeepNesting,3,0,0,61,10,4,8,564,67,0,17,0,0
DeepNesting,1,0,0,11,5,1,4,52,21,0,3,0,0
LargeClass,1,211,19,0,0,0,0,979,211,0,24,5,4
LongParameterList,2,0,0,47,8,10,2,240,54,0,4,0,0
LargeClass,3,451,20,0,0,0,0,2210,451,0,45,4,0
LongParameterList,1,0,0,50,6,6,5,185,52,0,6,0,0
LargeClass,2,1138,12,0,0,0,0,4573,1138,0,16,0,3
LongMethod,1,0,0,55,9,5,3,471,91,0,7,0,0
LongMethod,2,0,0,82,16,1,4,580,122,0,11,0,0
LongParameterList,2,0,0,110,21,9,5,750,142,0,13,0,0
DeepNesting,2,0,0,84,25,3,6,683,118,0,31,0,0
LargeClass,3,10434,520,0,0,0,0,65205,10434,0,1619,14,2
LargeClass,2,445,12,0,0,0,0,1462,445,0,24,2,0
NoneSmellorUnknown,0,0,0,23,1,4,0,226,30,0,2,0,0
LargeClass,1,555,10,0,0,0,0,1316,555,0,48,22,3
DeepNesting,3,0,0,82,25,2,11,379,106,0,10,0,0
LargeClass,2,354,31,0,0,0,0,2227,354,0,23,0,1
DeepNesting,1,0,0,80,11,8,4,573,96,0,12,0,0
DeepNesting,2,0,0,22,9,1,7,157,37,0,4,0,0
LargeClass,1,271,27,0,0,0,0,1658,271,0,21,6,1
DeepNesting,1,0,0,28,7,2,4,142,36,0,6,0,0
LongParameterList,1,0,0,65,10,6,4,596,117,0,11,0,0
LongParameterList,2,0,0,56,17,9,7,420,72,0,8,0,0
NoneSmellorUnknown,0,0,0,6,2,6,0,88,6,0,1,0,0
LargeClass,2,355,17,0,0,0,0,2215,355,0,45,0,2
NoneSmellorUnknown,0,70,2,0,0,0,0,483,70,0,9,12,2
DeepNesting,3,0,0,109,25,5,9,902,109,0,27,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,11,2,0,1,0,0
LargeClass,2,469,12,0,0,0,0,2643,469,0,35,12,2
LargeClass,1,281,16,0,0,0,0,1446,281,0,34,2,1
LongMethod,3,0,0,162,25,4,6,1208,203,0,39,0,0
LongParameterList,3,0,0,49,20,10,3,213,54,0,17,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,7,7,0,0,0,0
DeepNesting,1,0,0,14,7,2,4,69,16,0,1,0,0
NoneSmellorUnknown,0,7,0,0,0,0,0,0,7,0,0,0,2
DeepNesting,3,0,0,43,20,2,10,324,45,0,2,0,0
LargeClass,3,518,15,0,0,0,0,2837,518,0,37,9,3
LongMethod,1,0,0,57,6,4,1,326,64,0,5,0,0
LongParameterList,1,0,0,43,15,7,1,332,54,0,8,0,0
DeepNesting,3,0,0,32,12,2,10,295,47,0,2,0,0
LargeClass,3,810,18,0,0,0,0,7973,810,0,243,0,0
LongParameterList,1,0,0,86,7,9,2,186,89,0,5,0,0
DeepNesting,1,0,0,23,5,3,4,142,24,0,1,0,0
DeepNesting,2,0,0,43,13,2,7,275,58,0,5,0,0
LargeClass,3,567,50,0,0,0,0,3768,567,0,120,51,1
LargeClass,3,505,15,0,0,0,0,767,505,0,41,0,4
LargeClass,1,241,10,0,0,0,0,1069,241,0,14,0,2
LongMethod,2,0,0,92,18,3,3,675,119,0,27,0,0
DeepNesting,3,0,0,23,9,2,8,215,33,0,17,0,0
LargeClass,3,509,17,0,0,0,0,2246,509,0,58,23,2
LongParameterList,1,0,0,22,6,9,2,214,25,0,10,0,0
LongParameterList,2,0,0,64,12,8,4,254,67,0,4,0,0
NoneSmellorUnknown,0,0,0,15,3,2,2,82,18,0,1,0,0
LongParameterList,2,0,0,38,12,8,6,379,45,0,12,0,0
LargeClass,2,330,24,0,0,0,0,1889,330,0,47,9,2
LongMethod,1,0,0,61,6,1,0,284,62,0,4,0,0
DeepNesting,3,0,0,29,11,2,8,226,39,0,9,0,0
DeepNesting,3,0,0,48,18,4,8,315,58,0,6,0,0
LargeClass,3,577,31,0,0,0,0,2289,577,0,66,12,0
DeepNesting,2,0,0,29,11,3,6,213,31,0,10,0,0
LongParameterList,3,0,0,97,25,16,0,542,146,0,0,0,0
LongParameterList,3,0,0,86,19,16,3,467,162,0,19,0,0
DeepNesting,2,0,0,47,14,1,6,320,57,0,4,0,0
DeepNesting,2,0,0,50,21,1,6,522,58,0,19,0,0
LongMethod,3,0,0,136,19,1,6,627,162,0,37,0,0
DeepNesting,2,0,0,39,13,5,6,275,44,0,4,0,0
LargeClass,2,401,13,0,0,0,0,2665,401,0,42,14,1
DeepNesting,2,0,0,30,9,1,7,230,57,0,16,0,0
DeepNesting,1,0,0,13,5,2,4,123,14,0,0,0,0
LargeClass,3,592,19,0,0,0,0,2836,592,0,79,10,2
LongMethod,3,0,0,136,25,0,9,1449,172,0,58,0,0
LongParameterList,2,0,0,104,13,9,3,505,112,0,11,0,0
DeepNesting,2,0,0,61,22,2,6,467,120,0,20,0,0
LargeClass,3,448,28,0,0,0,0,1788,448,0,20,7,1
LongParameterList,3,0,0,234,25,25,5,2052,280,0,67,0,0
DeepNesting,3,0,0,249,25,5,20,1220,282,0,45,0,0
LongMethod,3,0,0,107,10,24,2,631,111,0,12,0,0
DeepNesting,1,0,0,19,8,1,5,146,19,0,2,0,0
NoneSmellorUnknown,0,0,0,4,1,1,0,31,4,0,1,0,0
LargeClass,1,252,14,0,0,0,0,1015,252,0,27,5,0
LongMethod,1,0,0,54,15,1,3,244,68,0,10,0,0
LongMethod,2,0,0,99,17,13,2,504,134,0,7,0,0
LongParameterList,2,0,0,97,22,9,4,576,119,0,12,0,0
LongParameterList,2,0,0,113,25,9,4,870,145,0,17,0,0
DeepNesting,3,0,0,147,25,4,8,807,228,0,21,0,0
DeepNesting,1,0,0,17,6,3,4,149,17,0,4,0,0
DeepNesting,3,0,0,52,17,4,9,537,55,0,15,0,0
LargeClass,2,411,12,0,0,0,0,1897,411,0,18,24,0
DeepNesting,2,0,0,13,7,4,6,80,13,0,0,0,0
LongParameterList,2,0,0,50,11,8,4,347,55,0,4,0,0
LargeClass,2,307,13,0,0,0,0,2118,307,0,41,8,1
LongMethod,1,0,0,54,8,4,2,380,81,0,8,0,0
DeepNesting,2,0,0,101,21,5,6,951,101,0,13,0,0
LargeClass,1,224,16,0,0,0,0,1064,224,0,53,0,2
LargeClass,2,391,16,0,0,0,0,4303,391,0,179,1,0
LongMethod,2,0,0,91,16,19,2,508,97,0,10,0,0
LargeClass,2,368,19,0,0,0,0,1553,368,0,38,17,2
DeepNesting,1,0,0,21,5,2,4,119,25,0,0,0,0
DeepNesting,1,0,0,36,6,1,4,289,60,0,9,0,0
LargeClass,1,292,15,0,0,0,0,1048,292,0,15,0,1
LargeClass,3,3722,67,0,0,0,0,14226,3722,0,90,0,3
LongMethod,3,0,0,141,12,2,3,833,198,0,6,0,0
LongMethod,1,0,0,50,8,6,3,315,84,0,1,0,0
LongParameterList,1,0,0,82,24,7,0,389,109,0,0,0,0
NoneSmellorUnknown,0,13,0,0,0,0,0,0,13,0,0,0,2
LargeClass,3,811,107,0,0,0,0,5798,811,0,83,2,1
LongParameterList,1,0,0,48,23,7,6,331,53,0,3,0,0
LargeClass,3,587,101,0,0,0,0,4204,587,0,114,26,2
DeepNesting,1,0,0,85,18,1,5,666,120,0,27,0,0
LongMethod,1,0,0,69,23,4,0,436,81,0,0,0,0
LongMethod,3,0,0,127,25,2,7,497,141,0,4,0,0
LongMethod,3,0,0,106,25,4,3,675,186,0,13,0,0
LongMethod,3,0,0,104,11,3,3,390,119,0,7,0,0
LongMethod,1,0,0,50,20,3,3,299,72,0,11,0,0
NoneSmellorUnknown,0,66,4,0,0,0,0,194,66,0,10,5,2
DeepNesting,3,0,0,59,25,3,27,319,59,0,0,0,0
LargeClass,1,394,11,0,0,0,0,1420,394,0,63,0,1
LargeClass,1,222,16,0,0,0,0,772,222,0,0,4,3
LongMethod,2,0,0,89,17,2,3,394,107,0,13,0,0
LongMethod,3,0,0,223,25,5,6,1686,274,0,53,0,0
LongMethod,1,0,0,57,9,1,1,305,63,0,0,0,0
LongMethod,2,0,0,75,19,10,8,802,106,0,12,0,0
LongMethod,2,0,0,81,12,10,2,456,127,0,19,0,0
LargeClass,3,2568,179,0,0,0,0,19824,2568,0,653,4,0
LargeClass,3,730,27,0,0,0,0,2650,730,0,39,15,2
DeepNesting,2,0,0,109,14,4,6,615,119,0,23,0,0
DeepNesting,2,0,0,25,7,3,6,170,26,0,0,0,0
DeepNesting,1,0,0,67,12,2,4,255,80,0,12,0,0
LargeClass,3,2904,296,0,0,0,0,17276,2904,0,554,46,2
LargeClass,2,349,17,0,0,0,0,1016,349,0,14,1,0
LongMethod,2,0,0,84,20,8,6,505,88,0,22,0,0
LargeClass,1,210,26,0,0,0,0,800,210,0,31,0,2
LongParameterList,2,0,0,32,8,8,2,213,48,0,1,0,0
LongMethod,3,0,0,110,25,9,5,925,150,0,33,0,0
LongParameterList,2,0,0,84,9,10,3,281,102,0,8,0,0
DeepNesting,2,0,0,29,8,6,7,280,33,0,4,0,0
LongMethod,2,0,0,94,15,8,4,517,141,0,18,0,0
LongParameterList,2,0,0,36,11,9,3,172,42,0,3,0,0
LongParameterList,3,0,0,185,25,19,4,1185,226,0,14,0,0
DeepNesting,3,0,0,34,13,2,10,159,34,0,0,0,0
LongParameterList,3,0,0,217,25,21,4,1273,247,0,26,0,0
LongMethod,2,0,0,92,12,7,4,680,97,0,9,0,0
LongParameterList,2,0,0,42,9,22,1,373,61,0,4,0,0
LongParameterList,3,0,0,86,25,15,5,390,95,0,27,0,0
DeepNesting,1,0,0,13,5,1,4,46,13,0,1,0,0
LongMethod,2,0,0,81,12,1,1,946,155,0,9,0,0
LongMethod,1,0,0,51,10,1,3,447,72,0,6,0,0
LongMethod,3,0,0,177,25,2,6,1497,208,0,34,0,0
LongMethod,3,0,0,214,25,14,4,1189,291,0,20,0,0
LongParameterList,3,0,0,276,25,12,0,1200,329,0,0,0,0
LargeClass,2,320,21,0,0,0,0,1183,320,0,55,16,1
LongMethod,3,0,0,115,22,15,3,888,168,0,14,0,0
LongParameterList,1,0,0,56,6,7,2,221,65,0,4,0,0
LongParameterList,3,0,0,113,20,13,3,719,134,0,10,0,0
LongParameterList,2,0,0,65,9,9,2,390,68,0,4,0,0
DeepNesting,2,0,0,15,7,0,6,132,15,0,7,0,0
LongMethod,3,0,0,541,25,30,7,2641,934,0,113,0,0
LargeClass,3,587,28,0,0,0,0,2262,587,0,95,8,2
LongMethod,3,0,0,226,25,17,5,893,259,0,39,0,0
LargeClass,2,331,18,0,0,0,0,936,331,0,34,0,1
LongMethod,1,0,0,52,9,5,2,196,55,0,6,0,0
LongParameterList,1,0,0,85,17,6,2,280,115,0,7,0,0
LongMethod,1,0,0,61,21,4,4,336,84,0,11,0,0
LargeClass,2,346,13,0,0,0,0,1584,346,0,20,7,2
LongParameterList,1,0,0,21,10,6,1,190,27,0,4,0,0
DeepNesting,1,0,0,18,9,2,4,201,21,0,9,0,0
DeepNesting,1,0,0,58,25,7,4,429,94,0,6,0,0
DeepNesting,1,0,0,113,22,5,4,785,167,0,38,0,0
LongMethod,1,0,0,53,9,3,4,203,57,0,8,0,0
DeepNesting,1,0,0,23,11,2,4,144,30,0,5,0,0
LargeClass,1,222,10,0,0,0,0,802,222,0,12,1,2
LongParameterList,2,0,0,52,8,8,2,320,52,0,6,0,0
NoneSmellorUnknown,0,0,0,12,1,1,0,102,12,0,1,0,0
LargeClass,1,215,16,0,0,0,0,1115,215,0,20,0,1
LargeClass,2,348,16,0,0,0,0,3258,348,0,74,12,1
DeepNesting,3,0,0,26,13,4,10,175,42,0,0,0,0
LargeClass,3,665,21,0,0,0,0,1898,665,0,24,2,2
LongParameterList,2,0,0,42,9,9,2,314,48,0,12,0,0
DeepNesting,3,0,0,53,24,1,9,399,66,0,11,0,0
LongParameterList,2,0,0,84,24,8,4,500,101,0,30,0,0
LongMethod,1,0,0,50,18,4,2,273,81,0,7,0,0
